txn_id,src,dest,edge_type,amount,currency,is_fraudulent,time_since_previous_transaction,timestamp,transaction_type,name,mobile_number,pincode,narration,transaction_hour,is_weekend,is_odd_hour,tx_count_last_1hr,is_fast_transaction,city,is_high_risk_city,account_type,account_number,avg_amount_per_user,amount_deviation,dest_count_ratio,tx_count_per_user,is_just_below_threshold,structuring_count,is_structuring,unique_dest_count,is_mule_node,unique_tx_types,is_cross_channel,dest_is_routing_node,routing_depth,fraud_category,src_account_category,src_age_group,src_business_category,src_creation_date,src_gender,src_incorporation_year,src_institution_id,src_is_fraudulent,src_is_high_risk_category,src_name,src_node_type,src_number_of_employees,src_occupation,src_risk_score,dest_account_category,dest_age_group,dest_business_category,dest_creation_date,dest_gender,dest_incorporation_year,dest_institution_id,dest_is_fraudulent,dest_is_high_risk_category,dest_name,dest_node_type,dest_number_of_employees,dest_occupation,dest_risk_score
160,account_2043,account_1234,transaction,4534229.53,INR,False,1876.2489991013138,2025-06-28 01:54:00,TransactionType.TRANSFER,Zaid Tandon,9560651080,456335,Online purchase at Parekh LLC,23,0,1,1876.2489991013138,0,Nagda,0,Fixed Deposit,INFD0-6210-12015453,83141.79207207207,54.53544939974493,0.2993785180784631,111,0,1,0,1,0,1,0,0,1,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_7,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
161,account_1394,account_4060,transaction,986291.79,INR,True,33.412726407348,2025-12-26 22:40:00,TransactionType.TRANSFER,Kamya Banerjee,9980897770,560040,IMPS txn ref Bhatti PLC,1,1,1,33.412726407348,1,Bangalore,1,Wallet,INWLT-4188-97061628,49438.23617391304,154.42281026092715,1.4935363918812827,115,0,12,1,12,1,2,1,0,3,structuring,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_4,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_13,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
162,account_2385,account_3065,transaction,153703.46,INR,True,42.63595905124536,2025-12-30 14:06:00,TransactionType.TRANSFER,Aarush Handa,9472213195,500072,Urgent transfer to Raval-Srivastava,2,1,1,42.63595905124536,1,Hyderabad,1,Savings,INSAV-5392-93871712,16269.608837719297,49.695266728870635,5.749086300746313,456,0,12,1,9,0,3,1,1,7,structuring,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_0,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_12,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
163,account_2827,account_3304,transaction,43.17,INR,False,1681.0410363139551,2025-09-13 11:25:00,TransactionType.PAYMENT,Ekaraj Munshi,9222663305,341001,Bill payment - Narayan-Sule,19,1,0,1681.0410363139551,0,Nagaur,0,Current,INCUR-5917-30779133,13324.934076923077,0.003239547768344344,0.16397111610486434,130,0,0,0,1,0,1,0,0,1,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_11,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_6,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
164,account_3758,account_2224,transaction,3499.76,INR,True,33.369429368875124,2025-12-28 13:03:00,TransactionType.TRANSFER,Aahana Morar,9568182867,110051,"Quick payment Bahl, Choudhary and ",2,0,1,33.369429368875124,1,Delhi,1,Savings,INSAV-7622-82647328,485.51991379310346,28.234248856647877,1.6551866879591752,116,0,5,1,8,0,3,1,1,3,structuring,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_22,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_22,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
165,account_3579,account_4436,transaction,73.28,INR,False,2120.378264317196,2025-11-25 15:56:00,TransactionType.PAYMENT,Thomas Chaudry,9466266566,341022,Salary credit from Gaba-Bhalla,23,0,1,2120.378264317196,0,Nagaur,0,Savings,INSAV-2320-97260788,163.32468085106385,0.4459464008721705,1.4277239998406133,470,0,1,0,2,0,1,0,0,1,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_22,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Loan,unknown,unknown,2024-09-09 00:00:00,unknown,,institution_11,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
166,account_1818,account_4014,transaction,607.46,INR,False,2556.326281040624,2025-12-17 16:25:00,TransactionType.PAYMENT,Ishwar Deshmukh,9829916013,341502,NEFT transfer - Parekh Inc,23,0,1,2556.326281040624,0,Nawa,0,Current,INCUR-6701-30008778,8312.552641509434,0.07306864179423873,1.2110929049446155,477,0,1,0,1,0,1,0,1,2,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_17,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_16,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
167,account_2316,account_2654,transaction,3704.92,INR,False,2613.101710079136,2025-11-17 18:23:00,TransactionType.PAYMENT,Vaishnavi Sarna,9382460440,244410,"Salary credit from Saini, Gole and Sant",14,0,0,2613.101710079136,0,Hasanpur,0,Wallet,INWLT-3977-88934588,15549.057873303167,0.2382576341635824,1.1431276620661839,442,0,0,0,1,0,1,0,0,1,normal,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_7,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
168,account_1444,account_2983,transaction,12089.66,INR,False,3195.167818596334,2025-05-14 13:25:00,TransactionType.PAYMENT,Darsh Choudhry,9905947165,341022,Online purchase at Ramakrishnan Group,12,1,0,3195.167818596334,0,Nagaur,0,Fixed Deposit,INFD0-7166-36513222,18092.758127753303,0.6681674373360914,1.310282405352937,454,0,1,0,2,0,1,0,0,1,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_7,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
169,account_4520,account_1809,transaction,2685.0,INR,False,1555.6744863122306,2025-10-25 21:32:00,TransactionType.DEPOSIT,Wakeeta Nadig,9652396259,244001,"NEFT transfer - Sengupta, Chopra and",23,1,1,1555.6744863122306,0,Moradabad,0,Wallet,INWLT-7085-99212316,68678.21036111112,0.03909480009863877,4.339743568100621,2520,0,1,0,3,0,1,0,0,2,normal,unknown,unknown,unknown,2025-01-01 00:00:00,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_5,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
170,account_2838,account_2503,transaction,41096.51,INR,True,43.57556783359889,2025-12-17 12:07:00,TransactionType.TRANSFER,Atharv Palan,9333025606,411001,Quick payment Sami-Kari,3,1,1,43.57556783359889,1,Pune,1,Current,INCUR-8414-98720471,1623.4646784922395,110.85947749070225,4.3244044363790906,451,1,14,1,13,1,3,1,0,7,routing_layering,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_16,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
171,account_3111,account_1309,transaction,5156.1,INR,False,1695.3859382130147,2025-07-08 00:13:00,TransactionType.PAYMENT,Vrishti Ramachandran,9297933097,456550,Bill payment - Ravi-Kari,20,0,0,1695.3859382130147,0,Shajapur,0,Salary,INSAL-1697-37052058,107857.61354545454,0.04780424882642386,0.2326210409681014,110,0,0,0,2,0,1,0,0,1,normal,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_3,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_7,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
172,account_2171,account_1178,transaction,12774.34,INR,False,1396.8850790208699,2025-10-15 20:05:00,TransactionType.TRANSFER,Ridhi Bora,9569992313,341022,"Online purchase at Sodhi, Aurora and Bi",19,0,0,1396.8850790208699,0,Nagaur,0,Current,INCUR-9252-23969518,19925.309853556486,0.6410790604924781,0.5773873943814134,478,0,0,0,3,0,1,0,0,2,normal,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_14,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_22,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
173,account_2303,account_4420,transaction,31183.15,INR,True,44.050060667663836,2025-12-29 15:49:00,TransactionType.TRANSFER,Yashasvi Khanna,9374563533,560010,IMPS txn ref Wali Group,3,1,1,44.050060667663836,1,Bangalore,1,Wallet,INWLT-5224-97274959,20297.917045454546,4.970094109066534,1.4057313773419116,132,0,5,1,10,0,2,1,1,5,mule_network,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2019-03-30 09:01:47,unknown,,institution_3,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
174,account_3593,account_1175,transaction,2800690.38,INR,False,3590.1784270760154,2025-02-28 19:54:00,TransactionType.TRANSFER,Edhitha Mann,9298527426,244221,"NEFT transfer - Gade, Natt and Barad",22,0,1,3590.1784270760154,0,Amroha,0,Salary,INSAL-2706-42873754,203337.8264566929,13.773515018276603,0.24661621570687883,127,0,0,0,1,1,1,0,1,1,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_13,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
175,account_4350,account_3866,transaction,12936.33,INR,False,1860.262415393592,2025-02-07 10:49:00,TransactionType.PAYMENT,Gagan Contractor,9810181573,841001,Salary credit from Jhaveri and Sons,19,1,0,1860.262415393592,0,Chhapra,0,Salary,INSAL-3360-38596180,66241.34985507246,0.1952879091442649,0.3830775759632663,138,0,0,0,3,0,1,0,0,2,normal,Current,unknown,unknown,2024-11-24 11:23:19,unknown,,institution_3,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_8,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
176,account_4341,account_1538,transaction,5216.96,INR,False,2201.606065675741,2025-05-13 11:38:00,TransactionType.PAYMENT,Vanya Ramaswamy,9429926907,841301,"Bill payment - Sethi, Dua and Ratta",12,1,0,2201.606065675741,0,Siwan,0,Salary,INSAL-1084-19836992,31583.562,0.1651743658816608,0.3877154531196011,145,0,0,0,3,0,1,0,0,1,normal,Savings,unknown,unknown,2022-08-30 12:35:54,unknown,,institution_5,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
177,account_3332,account_3813,transaction,149407.38,INR,True,17.565554807306896,2025-11-27 06:57:00,TransactionType.TRANSFER,Amol Bedi,9232831148,380051,"Immediate txn ref Amble, Sethi and Kha",23,0,1,17.565554807306896,1,Ahmedabad,1,Savings,INSAV-4624-83146074,17835.770136986303,60.65994415239425,5.68687410072408,511,0,5,1,9,0,2,1,1,7,structuring,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_2,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
178,account_2638,account_2876,transaction,2952.68,INR,False,673.9679400792356,2025-12-23 15:37:00,TransactionType.PAYMENT,Oviya Taneja,9409574631,841226,Salary credit from Master-Jain,23,0,1,673.9679400792356,0,Siwan,0,Current,INCUR-4835-14922028,32675.761428571433,0.09036023984366695,0.40502320790358615,133,0,1,0,2,0,1,0,0,1,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_12,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_4,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
179,account_3062,account_1889,transaction,6842.8,INR,False,844.0509510674682,2025-01-20 16:40:00,TransactionType.PAYMENT,Hemang Toor,9348709558,244410,"NEFT transfer - Swaminathan, Anne an",22,0,1,844.0509510674682,0,Hasanpur,0,Salary,INSAL-8664-21321010,48111.139469026544,0.14222605927564774,0.29645260024067266,113,0,0,0,3,0,1,0,0,1,normal,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_20,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_12,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
180,account_1782,account_3423,transaction,73063.32,INR,False,3328.0898694861867,2025-01-25 04:40:00,TransactionType.TRANSFER,Qabil Sarraf,9863784037,841301,Online purchase at Dube-Bora,23,1,1,3328.0898694861867,0,Siwan,0,Current,INCUR-7050-44528387,56268.7765,1.2984469558005087,0.20412690571686845,120,0,0,0,1,0,1,0,0,1,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_8,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_3,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
181,account_1968,account_1304,transaction,5609.99,INR,False,2406.6585168206175,2025-08-10 13:38:00,TransactionType.TRANSFER,Rudra Golla,9439314593,456335,"Online purchase at Dasgupta, Sami and P",22,0,1,2406.6585168206175,0,Nagda,0,Fixed Deposit,INFD0-8014-14697790,49073.361760563384,0.11431610720423552,0.1846473602797829,142,0,1,0,2,0,1,0,0,1,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_7,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
182,account_2974,account_1273,transaction,6748.47,INR,False,2083.1372401990106,2025-02-09 00:01:00,TransactionType.PAYMENT,Urvi Mahal,9956448787,341022,EMI deduction - Dora Group,11,0,0,2083.1372401990106,0,Nagaur,0,Fixed Deposit,INFD0-5547-32412309,44589.9085840708,0.1513418365825978,0.29969961487431374,113,0,0,0,2,0,1,0,0,1,normal,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_9,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
183,account_4237,account_1249,transaction,1672.5,INR,False,2543.124896136197,2025-04-13 01:10:00,TransactionType.PAYMENT,Anita Jha,9522286741,456335,Bill payment - Varughese-Bahri,14,0,0,2543.124896136197,0,Nagda,0,Current,INCUR-6677-10060525,25959.350928571428,0.06442516915899164,0.4202756545092428,140,0,0,0,2,0,1,0,0,1,normal,Loan,unknown,unknown,2024-12-10 07:29:23,unknown,,institution_9,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_3,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
184,account_1240,account_1379,transaction,184.47,INR,False,1088.3593894746568,2025-08-21 09:52:00,TransactionType.PAYMENT,Faras Mitter,9223567680,244221,"Online purchase at Korpal, Mandal and C",15,0,0,1088.3593894746568,0,Amroha,0,Current,INCUR-4614-94222736,9000.277729083666,0.020493757170047804,1.376330651759106,502,0,0,0,1,0,1,0,0,1,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
185,account_2607,account_4041,transaction,58541.02,INR,True,2.216415730495056,2025-12-27 01:36:00,TransactionType.TRANSFER,Nisha Purohit,9102653913,600001,Cash withdrawal at ATM Tailor-Suresh,2,1,1,2.216415730495056,1,Chennai,1,Wallet,INWLT-5502-85070919,21837.190152838426,15.909612721992328,6.711839739960782,458,0,12,1,12,1,2,1,1,8,mule_network,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_12,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
186,account_2433,account_3184,transaction,5841.67,INR,True,16.221937010185627,2025-12-29 01:24:00,TransactionType.TRANSFER,Zinal Banerjee,9786930394,600040,"Urgent transfer to Nigam, Choudhury and",22,1,1,16.221937010185627,1,Chennai,1,Wallet,INWLT-5513-94402755,28834.642833333335,1.2637573197869192,1.288083049154498,120,0,4,1,11,1,3,1,1,3,simple_fraud,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_12,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
187,account_1415,account_3502,transaction,95962.38,INR,True,6.96145113194145,2025-08-09 08:57:00,TransactionType.TRANSFER,Bhanumati Rai,9522378602,560040,Cash withdrawal at ATM Sachdev-Goswami,1,0,1,6.96145113194145,1,Bangalore,1,Savings,INSAV-8154-81389691,29109.151666666665,11.975270303503551,1.4501848652834615,108,0,9,1,22,1,3,1,1,8,cross_channel,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_9,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
188,account_2271,account_4448,transaction,51103.72,INR,True,28.80460518107709,2025-12-21 15:29:00,TransactionType.TRANSFER,Hemani Bhandari,9712454342,110051,"Cash withdrawal at ATM Dave, Nair and Gole",4,1,1,28.80460518107709,1,Delhi,1,Savings,INSAV-7497-91769363,3380.50285115304,55.77971817816917,3.788617024177928,477,0,12,1,13,0,2,1,1,8,structuring,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_19,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2022-10-02 17:03:21,unknown,,institution_5,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
189,account_1782,account_4235,transaction,55953.61,INR,False,1280.7478225963896,2025-05-05 17:10:00,TransactionType.PAYMENT,Onkar Keer,9135826943,751024,Salary credit from Lanka Ltd,15,0,0,1280.7478225963896,0,Bhubaneswar,0,Current,INCUR-7050-44528387,56268.7765,0.9943812376791651,0.3607952390195031,120,0,1,0,3,0,1,0,0,1,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_8,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2024-04-22 10:18:38,unknown,,institution_5,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
190,account_3831,account_1340,transaction,150485.3,INR,True,38.40398287042317,2025-12-10 19:20:00,TransactionType.TRANSFER,Janaki Sem,9425738024,600001,IMPS txn ref Venkatesh and Sons,1,1,1,38.40398287042317,1,Chennai,1,Current,INCUR-1848-97732553,20485.46527593819,55.574872886000996,5.833265857497992,453,0,11,1,8,1,3,1,1,6,mule_network,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_1,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
191,account_4183,account_3020,transaction,242220.12,INR,True,37.56242803970427,2025-12-31 09:19:00,TransactionType.TRANSFER,Samesh Chaudry,9938597223,411057,"Refund from Borah, Kumar and Tal",4,1,1,37.56242803970427,1,Pune,1,Current,INCUR-4004-81034682,62917.42384615384,21.421645241182066,1.9779366931521791,130,0,3,1,11,0,3,1,1,5,routing_layering,Savings,unknown,unknown,2023-03-02 19:53:19,unknown,,institution_12,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_2,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
192,account_4283,account_4381,transaction,1883.98,INR,False,1071.8336920568015,2025-11-30 16:09:00,TransactionType.PAYMENT,Eiravati Pillai,9368357926,456335,Salary credit from Mander Group,23,0,1,1071.8336920568015,0,Nagda,0,Salary,INSAL-4563-28083948,87868.75314685314,0.02144059739022347,0.1968913118468677,143,0,0,0,2,0,1,0,0,2,normal,Current,unknown,unknown,2023-06-28 20:29:37,unknown,,institution_4,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2016-07-02 12:51:38,unknown,,institution_3,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
193,account_1335,account_2862,transaction,13203.94,INR,False,2757.952935926468,2025-03-17 15:36:00,TransactionType.PAYMENT,Owen Ben,9825582010,341502,Salary credit from Hegde-Kapoor,22,1,1,2757.952935926468,0,Nawa,0,Savings,INSAV-2393-96777368,14268.361012658228,0.9253350579810055,0.7904815992148964,474,0,0,0,2,0,1,0,0,2,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_21,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
194,account_3295,account_1844,transaction,3917.1,INR,False,3486.393713158016,2025-05-26 18:28:00,TransactionType.TRANSFER,Jagat Bahri,9753862658,456550,"Bill payment - Kapur, Ramesh and Da",10,0,0,3486.393713158016,0,Shajapur,0,Current,INCUR-3273-12776494,5851.066140350877,0.6693533371044811,0.25386746193536996,114,0,0,0,3,0,1,0,1,2,normal,Savings,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_16,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Loan,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_17,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
195,account_3569,account_1208,transaction,226.37,INR,False,1045.197454638168,2025-05-08 17:18:00,TransactionType.PAYMENT,Andrew Mand,9199859209,341022,UPI payment to Lala and Sons,22,0,1,1045.197454638168,0,Nagaur,0,Salary,INSAL-2029-20191483,30560.452711864407,0.007407043183916445,0.20332229349679837,118,0,0,0,1,0,1,0,0,1,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_10,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_20,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
196,account_4074,account_3774,transaction,1219.69,INR,False,2221.331594993367,2025-07-02 08:15:00,TransactionType.PAYMENT,Lavanya Deo,9966855272,244410,EMI deduction - Deo Inc,13,1,0,2221.331594993367,0,Hasanpur,0,Fixed Deposit,INFD0-4935-37705335,7195.47045045045,0.16948447275617673,0.18048708617919446,111,0,0,0,2,0,1,0,0,2,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
197,account_3497,account_1181,transaction,10431245.58,INR,False,2127.215186952271,2025-11-29 05:18:00,TransactionType.TRANSFER,Bachittar Mann,9935124000,751024,"EMI deduction - Parekh, Dugar and Pa",23,0,1,2127.215186952271,0,Bhubaneswar,0,Fixed Deposit,INFD0-9532-35538361,179630.4541818182,58.070261845354594,0.3392401351552663,110,0,1,0,2,0,1,0,0,1,normal,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_3,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
198,account_1615,account_1228,transaction,3624127.08,INR,False,1978.2349321603865,2025-01-13 13:40:00,TransactionType.TRANSFER,Lohit Acharya,9946375234,456001,Bill payment - Shankar Inc,22,0,1,1978.2349321603865,0,Ujjain,0,Current,INCUR-6781-44335581,71442.43153153153,50.72722575483364,0.2546061457374671,111,0,1,0,2,0,1,0,0,2,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_8,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
199,account_2326,account_1319,transaction,1331.39,INR,False,1764.7813742102578,2025-06-28 22:31:00,TransactionType.PAYMENT,Chaman Sankaran,9509291062,456550,"EMI deduction - Sagar, Borde and Aur",8,0,0,1764.7813742102578,0,Shajapur,0,Salary,INSAL-1264-14248046,6201.999344262295,0.21463648891588566,0.2856183875470133,122,0,0,0,3,0,1,0,0,1,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
200,account_2570,account_4100,transaction,1534.03,INR,False,1606.9092872828921,2025-08-23 10:39:00,TransactionType.TRANSFER,Kalpit Bera,9387428904,751030,NEFT transfer - Sachdev Ltd,13,1,0,1606.9092872828921,0,Bhubaneswar,0,Current,INCUR-8799-24329593,37048.5115037594,0.04140486440271534,0.3585421632140441,133,0,0,0,2,0,1,0,0,2,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
201,account_2143,account_1205,transaction,1136.0,INR,False,2837.9545908910404,2025-05-04 15:32:00,TransactionType.DEPOSIT,Yauvani Chatterjee,9660032651,751030,Salary credit from Mutti-Uppal,15,1,0,2837.9545908910404,0,Bhubaneswar,0,Fixed Deposit,INFD0-7971-43494159,15881.271007751937,0.07152629491371433,0.20327950092191813,129,0,1,0,1,0,1,0,1,2,normal,AccountCategory.CASH,unknown,unknown,unknown,unknown,,unknown,False,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25,Current,unknown,unknown,2025-01-01 00:00:00,unknown,,institution_7,True,unknown,unknown,NodeType.ACCOUNT,,unknown,0.25
